RadlexID	Common ID	Name
RID43900	4014110	left axillary vein
RID43901	4014935	right external jugular vein
RID43902	4014164	left external jugular vein
RID43903	4015124	right retromandibular vein
RID43904	4014353	left retromandibular vein
RID43934	4013641	communicating vein between internal jugular vein and anterior jugular vein
RID43935	4013643	communicating vein between right internal jugular vein and right anterior jugular vein
RID43936	4013642	communicating vein between left internal jugular vein and left anterior jugular vein
RID43951	4014075	lateral thoracic vein
RID43952	4015004	right lateral thoracic vein
RID43953	4014233	left lateral thoracic vein
RID43978	4015490	ulnar vein
RID43979	4015191	right ulnar vein
RID43980	4014420	left ulnar vein
RID43988	4015114	right radial vein
RID43989	4014343	left radial vein
RID43997	4014882	right basilic vein
RID43998	4014112	left basilic vein
RID43999	4015045	right median cubital vein
RID44000	4014274	left median cubital vein
RID44001	4015044	right median antebrachial vein
RID44002	4014273	left median antebrachial vein
RID44009	4014892	right cephalic vein
RID44010	4014122	left cephalic vein
RID44024	4014871	right anterior jugular vein
RID44025	4014101	left anterior jugular vein
RID44620	4015198	right vertebral artery
RID44621	4014427	left vertebral artery
RID44638	4014873	right anterior spinal artery
RID44639	4014103	left anterior spinal artery
RID44640	4015100	right posterior inferior cerebellar artery
RID44641	4014329	left posterior inferior cerebellar artery
RID44660	4014739	pontine artery
RID44661	4015095	right pontine artery
RID44662	4014324	left pontine artery
RID44670	4015155	right superior cerebellar artery
RID44671	4014384	left superior cerebellar artery
RID44689	4014870	right anterior inferior cerebellar artery
RID44690	4014100	left anterior inferior cerebellar artery
RID44691	4014996	right labyrinthine artery
RID44692	4014225	left labyrinthine artery
RID44716	4015097	right posterior cerebral artery
RID44717	4014326	left posterior cerebral artery
RID44723	4013629	collicular artery
RID44724	4014902	right collicular artery
RID44725	4014131	left collicular artery
RID44726	4015175	right thalamogeniculate artery
RID44727	4014404	left thalamogeniculate artery
RID44750	4015142	right splenial artery
RID44751	4014371	left splenial artery
RID44755	4015076	right parietal occipital artery
RID44756	4014305	left parietal occipital artery
RID44757	4014889	right calcarine artery
RID44758	4014119	left calcarine artery
RID44762	4015003	right lateral occipital artery
RID44763	4014232	left lateral occipital artery
RID44764	4014517	medial occipital artery
RID44765	4015042	right medial occipital artery
RID44766	4014271	left medial occipital artery
RID44769	4014992	right internal thoracic artery
RID44770	4014221	left internal thoracic artery
RID44771	4014706	pericardiacophrenic artery
RID44772	4015084	right pericardiacophrenic artery
RID44773	4014313	left pericardiacophrenic artery
RID44829	4015159	right superior epigastric artery
RID44830	4014388	left superior epigastric artery
RID44842	4014986	right inferior thyroid artery
RID44843	4014215	left inferior thyroid artery
RID45078	4014910	right deep brachial artery
RID45079	4014139	left deep brachial artery
RID45096	4015189	right ulnar artery
RID45097	4014418	left ulnar artery
RID45136	4015112	right radial artery
RID45137	4014341	left radial artery
RID45198	4014878	right axillary artery
RID45199	4014108	left axillary artery
RID45200	4014885	right brachial artery
RID45201	4014115	left brachial artery
RID453	4013886	gastrohepatic ligament node
RID456	4014686	paracardiac lymph node
RID45811	4013933	hepatopancreatic ampulla
RID465	4013998	inguinal lymph node
RID466	4014690	pararectal lymph node
RID480	4013402	aorta
RID48157	4013473	anterior compartment of right thigh
RID48158	4013469	anterior compartment of left thigh
RID48159	4014755	posterior compartment of thigh
RID48160	4014754	posterior compartment of right thigh
RID48161	4014752	posterior compartment of left thigh
RID48162	4014500	medial compartment of right thigh
RID48163	4014499	medial compartment of left thigh
RID48164	4013472	anterior compartment of right leg
RID48165	4013468	anterior compartment of left leg
RID48175	4014046	lateral compartment of right leg
RID48176	4014044	lateral compartment of left leg
RID48209	4015128	right sartorius muscle
RID48210	4014357	left sartorius muscle
RID48211	4013522	articularis genus
RID48212	4014876	right articularis genus
RID48213	4014106	left articularis genus
RID48226	4014884	right biceps femoris muscle
RID48227	4014114	left biceps femoris muscle
RID48228	4015135	right semitendinosus muscle
RID48229	4014364	left semitendinosus muscle
RID48230	4015131	right semimembranosus muscle
RID48231	4014360	left semimembranosus muscle
RID48233	4014965	right gracilis muscle
RID48234	4014194	left gracilis muscle
RID48235	4015080	right pectineus muscle
RID48236	4014309	left pectineus muscle
RID48237	4014860	right adductor longus muscle
RID48238	4014089	left adductor longus muscle
RID48239	4014859	right adductor brevis muscle
RID48240	4014088	left adductor brevis muscle
RID48241	4014861	right adductor magnus muscle
RID48242	4014090	left adductor magnus muscle
RID48456	4015180	right tibialis anterior muscle
RID48457	4014409	left tibialis anterior muscle
RID48458	4014925	right extensor hallucis longus muscle
RID48459	4014154	left extensor hallucis longus muscle
RID48461	4014923	right extensor digitorum longus muscle
RID48462	4014152	left extensor digitorum longus muscle
RID48463	4015089	right peroneus tertius muscle
RID48464	4014318	left peroneus tertius muscle
RID48467	4014958	right gastrocnemius muscle
RID48468	4014187	left gastrocnemius muscle
RID48469	4015139	right soleus muscle
RID48470	4014368	left soleus muscle
RID48476	4014949	right flexor hallucis longus muscle
RID48477	4014178	left flexor hallucis longus muscle
RID48478	4014945	right flexor digitorum longus muscle
RID48479	4014174	left flexor digitorum longus muscle
RID48480	4015182	right tibialis posterior
RID48481	4014411	left tibialis posterior
RID48483	4015087	right peroneus longus muscle
RID48484	4014316	left peroneus longus muscle
RID48485	4015085	right peroneus brevis muscle
RID48486	4014314	left peroneus brevis muscle
RID48530	4015078	right patella
RID48531	4014307	left patella
RID48532	4015111	right quadriceps tendon
RID48533	4014340	left quadriceps tendon
RID486	4014138	left coronary artery
RID48947	4014498	medial collateral ligament
RID48948	4015038	right medial collateral ligament
RID48949	4014267	left medial collateral ligament
RID48950	4014998	right lateral collateral ligament
RID48951	4014227	left lateral collateral ligament
RID48958	4015079	right patellar ligament
RID48959	4014308	left patellar ligament
RID48971	4014869	right anterior cruciate ligament
RID48972	4014098	left anterior cruciate ligament
RID48973	4015099	right posterior cruciate ligament
RID48974	4014328	left posterior cruciate ligament
RID490	4014099	left anterior descending artery
RID49024	4014977	right iliotibial band
RID49025	4014206	left iliotibial band
RID49026	4014940	right femur
RID49027	4014169	left femur
RID49266	4014512	medial epicondyle of right femur
RID49267	4014511	medial epicondyle of left femur
RID49284	4014058	lateral epicondyle of right femur
RID49285	4014057	lateral epicondyle of left femur
RID49359	4014994	right knee
RID49360	4014223	left knee
RID49362	4015041	right medial meniscus
RID49363	4014270	left medial meniscus
RID49364	4015002	right lateral meniscus
RID49365	4014231	left lateral meniscus
RID49378	4015178	right tibia
RID49379	4014407	left tibia
RID49392	4014995	right knee joint
RID49393	4014224	left knee joint
RID49394	4014937	right fabella
RID49395	4014166	left fabella
RID49436	4014941	right fibula
RID49437	4014170	left fibula
RID49533	4013596	celiac nerve plexus
RID49536	4015237	set of intercostal arteries
RID49873	4015245	set of teeth
RID49921	4015230	set of abdominal vessels
RID49926	4015236	set of head vessels
RID49933	4015242	set of pelvis vessels
RID49962	4015233	set of chest vessels
RID50232	4015132	right seminal vesicle
RID50233	4014361	left seminal vesicle
RID50378	4015246	set of visceral vessels
RID50392	4013609	cervical intervertebral disk
RID50392_RID6182	4013569	C2/C3 cervical intervertebral disk
RID50392_RID6183	4013570	C3/C4 cervical intervertebral disk
RID50392_RID6184	4013571	C4/C5 cervical intervertebral disk
RID50392_RID6185	4013572	C5/C6 cervical intervertebral disk
RID50392_RID6186	4013573	C6/C7 cervical intervertebral disk
RID50392_RID6187	4013574	C7/T1 cervical intervertebral disk
RID544	4014909	right coronary artery
RID56	4013398	abdomen
RID579	4015255	sinotubular junction
RID58	4014450	liver
RID580	4013525	ascending aorta
RID581	4013501	aortic arch
RID582	4013561	brachiocephalic artery
RID5824_RID9106_RID39121_RID9127	4014253	left mandibular lateral incisor tooth
RID5824_RID9106_RID5827_RID9127	4014250	left mandibular central incisor tooth
RID5824_RID9106_RID5996_RID9128	4014251	left mandibular first molar tooth
RID5824_RID9106_RID5996_RID9129	4014252	left mandibular first premolar tooth
RID5824_RID9106_RID5998_RID9128	4014255	left mandibular second molar tooth
RID5824_RID9106_RID5998_RID9129	4014256	left mandibular second premolar tooth
RID5824_RID9106_RID6000_RID9128	4014257	left mandibular third molar tooth
RID5824_RID9106_RID9126	4014249	left mandibular canine tooth
RID5824_RID9279_RID39121_RID9127	4014262	left maxillary lateral incisor tooth
RID5824_RID9279_RID5827_RID9127	4014259	left maxillary central incisor tooth
RID5824_RID9279_RID5996_RID9128	4014260	left maxillary first molar tooth
RID5824_RID9279_RID5996_RID9129	4014261	left maxillary first premolar tooth
RID5824_RID9279_RID5998_RID9128	4014264	left maxillary second molar tooth
RID5824_RID9279_RID5998_RID9129	4014265	left maxillary second premolar tooth
RID5824_RID9279_RID6000_RID9128	4014266	left maxillary third molar tooth
RID5824_RID9279_RID9126	4014258	left maxillary canine tooth
RID5825_RID9106_RID39121_RID9127	4015024	right mandibular lateral incisor tooth
RID5825_RID9106_RID5827_RID9127	4015021	right mandibular central incisor tooth
RID5825_RID9106_RID5996_RID9128	4015022	right mandibular first molar tooth
RID5825_RID9106_RID5996_RID9129	4015023	right mandibular first premolar tooth
RID5825_RID9106_RID5998_RID9128	4015026	right mandibular second molar tooth
RID5825_RID9106_RID5998_RID9129	4015027	right mandibular second premolar tooth
RID5825_RID9106_RID6000_RID9128	4015028	right mandibular third molar tooth
RID5825_RID9106_RID9126	4015020	right mandibular canine tooth
RID5825_RID9279_RID39121_RID9127	4015033	right maxillary lateral incisor tooth
RID5825_RID9279_RID5827_RID9127	4015030	right maxillary central incisor tooth
RID5825_RID9279_RID5996_RID9128	4015031	right maxillary first molar tooth
RID5825_RID9279_RID5996_RID9129	4015032	right maxillary first premolar tooth
RID5825_RID9279_RID5998_RID9128	4015035	right maxillary second molar tooth
RID5825_RID9279_RID5998_RID9129	4015036	right maxillary second premolar tooth
RID5825_RID9279_RID6000_RID9128	4015037	right maxillary third molar tooth
RID5825_RID9279_RID9126	4015029	right maxillary canine tooth
RID5827	4013597	central
RID584	4013631	common carotid artery
RID585	4014006	internal carotid artery
RID607	4014641	ophthalmic artery
RID6132	4014744	posterior arch
RID6234	4014808	pterion
RID6379_RID9080	4013812	extracranial head
RID6381_RID6434	4013995	infratentorial brain
RID6383_RID9080	4014019	intracranial head
RID6389_RID6434	4015357	supratentorial brain
RID6391	4013870	frontal brain region
RID6392	4015370	temporal brain region
RID6393	4014629	occipital brain region
RID6394	4014693	parietal brain region
RID642	4014749	posterior communicating artery
RID643	4013463	anterior choroidal artery
RID6434	4013564	brain
RID6440	4013874	frontal lobe
RID6456	4013601	central sulcus
RID6457	4014780	precentral sulcus
RID6458	4015324	superior frontal sulcus
RID6459	4013965	inferior frontal sulcus
RID6465	4015299	subcallosal area
RID6467	4014639	olfactory tract
RID647	4015494	uncal artery
RID6476	4015374	temporal lobe
RID648	4013459	anterior cerebral artery
RID6482	4015498	uncus
RID649	4013465	anterior communicating artery
RID6493	4014694	parietal lobe
RID650	4013418	A1 segment of anterior cerebral artery
RID6502	4014633	occipital lobe
RID651	4013419	A2 segment of anterior cerebral artery
RID6510	4013619	cingulate gyrus
RID6512	4013859	fornix of forebrain
RID652	4013739	distal medial striate artery
RID6523	4014483	mammillary body
RID6524	4014039	lamina terminalis
RID6525	4015228	septum pellucidum
RID6529	4013937	hippocampus
RID6534	4013706	dentate gyrus of hippocampus
RID6537	4015232	set of basal ganglia
RID6545	4013590	caudate nucleus
RID6549	4014434	lentiform nucleus
RID655	4014736	polar frontal artery
RID6551	4014818	putamen
RID656	4014705	pericallosal artery
RID6576	4014726	pineal gland
RID6578	4015428	thalamus
RID658	4015328	superior internal parietal artery
RID659	4013969	inferior internal parietal artery
RID661	4013580	callosomarginal artery
RID6617	4014060	lateral geniculate nucleus
RID6639	4013946	hypothalamus
RID6641	4014648	optic chiasm
RID6643	4015479	tuber cinereum
RID6645	4014609	neurohypophysis
RID665	4014557	middle cerebral artery
RID666	4014474	M1 segment of middle cerebral artery
RID6661	4013477	anterior hypothalamic region
RID6665	4014003	intermediate hypothalamic region
RID6674	4014759	posterior hypothalamic region
RID6677	4013565	brainstem
RID668	4014433	lenticulostriate artery
RID6681	4014532	medulla oblongata
RID669	4014062	lateral lenticulostriate artery
RID670	4014514	medial lenticulostriate artery
RID671	4014475	M2 segment of middle cerebral artery
RID6728	4014738	pons
RID673	4013495	anterior temporal artery
RID674	4014656	orbitofrontal artery
RID676	4013515	artery of central sulcus
RID6768	4014554	midbrain
RID677	4014768	posterior parietal artery
RID6770	4014702	peduncle of midbrain
RID6781	4014555	midbrain tectum
RID6783	4015320	superior colliculus
RID6784	4013962	inferior colliculus
RID679	4014773	posterior temporal artery
RID680	4014476	M3 segment of middle cerebral artery
RID6815	4013605	cerebellum
RID682	4014477	M4 segment of middle cerebral artery
RID684	4013804	external carotid artery
RID685	4015346	superior thyroid artery
RID6892	4013604	cerebellar peduncle
RID6893	4013959	inferior cerebellar peduncle
RID6895	4014556	middle cerebellar peduncle
RID6897	4015318	superior cerebellar peduncle
RID69	4014239	left lobe of liver
RID6905	4013623	claustrum
RID6908	4013803	external capsule
RID6911	4013464	anterior commissure
RID6914	4014748	posterior commissure
RID6915	4013657	corpus callosum
RID6916	4015275	splenium of corpus callosum
RID6917	4013548	body of corpus callosum
RID6918	4013891	genu of corpus callosum
RID6919	4015202	rostrum of corpus callosum
RID692	4013528	ascending pharyngeal artery
RID6941	4014005	internal capsule
RID6942	4013482	anterior limb of internal capsule
RID696	4014447	lingual artery
RID701	4013815	facial artery
RID7091	4014533	meningeal cluster
RID7094	4013818	falx cerebri
RID7099	4013592	cavum trigeminale
RID711	4014627	occipital artery
RID7118	4014782	prevertebral space
RID7124	4014077	lateral ventricle
RID7125	4013550	body of lateral ventricle
RID7126	4013871	frontal horn of lateral ventricle
RID7127	4014630	occipital horn of lateral ventricle
RID7128	4015371	temporal horn of lateral ventricle
RID7137	4015437	third ventricle
RID7139	4014650	optic recess of third ventricle
RID7147	4013868	fourth ventricle
RID7171	4013606	cerebral aqueduct
RID7174	4014528	median aperture of fourth ventricle
RID7178	4014016	interventricular foramen
RID718	4014745	posterior auricular artery
RID7196	4013905	great auricular nerve
RID7201	4014725	phrenic nerve
RID7240	4013533	axillary nerve
RID7243	4014594	musculocutaneous nerve
RID7246	4014530	median nerve
RID7257	4014828	radial nerve
RID726	4015315	superficial temporal artery
RID7273	4015489	ulnar nerve
RID7293	4014626	obturator nerve
RID731	4014578	middle temporal artery
RID7312	4014814	pudendal nerve
RID7321	4015327	superior gluteal nerve
RID7322	4013968	inferior gluteal nerve
RID7330	4015212	sciatic nerve
RID7331	4015450	tibial nerve
RID734	4014494	maxillary artery
RID7347	4015359	sural nerve
RID7348	4013639	common peroneal nerve
RID7353	4015313	superficial peroneal nerve
RID7359	4013703	deep peroneal nerve
RID74	4015010	right lobe of liver
RID7449	4014435	lesser occipital nerve
RID7488	4014605	neck
RID7489	4014587	muscle of neck
RID7496	4013490	anterior scalene muscle
RID7497	4014577	middle scalene muscle
RID7498	4014769	posterior scalene muscle
RID7500	4015280	sternocleidomastoid muscle
RID7504	4014445	levator scapulae muscle
RID7512	4013730	digastric muscle
RID7515	4015287	stylohyoid muscle
RID7516	4014596	mylohyoid muscle
RID7517	4013889	geniohyoid muscle
RID7519	4015281	sternohyoid muscle
RID7520	4014640	omohyoid muscle
RID7523	4015282	sternothyroid muscle
RID7524	4015446	thyrohyoid muscle
RID7527	4013942	hyoid bone
RID7534	4015309	superficial layer of cervical fascia
RID7535	4013699	deep layer of cervical fascia
RID7536	4015310	superficial layer of deep cervical fascia
RID7537	4014564	middle layer of deep cervical fascia
RID7538	4013700	deep layer of deep cervical fascia
RID7539	4013448	alar fascia
RID7540	4015352	suprahyoid neck
RID7548	4015321	superior constrictor muscle
RID7553	4014560	middle constrictor muscle
RID7556	4013963	inferior constrictor muscle
RID7559	4015295	stylopharyngeus muscle
RID7560	4014669	palatopharyngeus muscle
RID7563	4015206	salpingopharyngeus muscle
RID7564	4014709	peripharyngeal space
RID7565	4014846	retropharyngeal space of head
RID7565	4014846	retropharyngeal space of head
RID7566	4014689	parapharyngeal space
RID7567	4015356	suprasternal space
RID7568	4013588	carotid space
RID7569	4014490	masticator space
RID7572	4014713	perivertebral space
RID7576	4013991	infrahyoid neck
RID7578	4015448	thyroid gland
RID7579	4014240	left lobe of thyroid gland
RID7581	4015011	right lobe of thyroid gland
RID7583	4014820	pyramidal lobe of thyroid gland
RID7584	4014024	isthmus of thyroid gland
RID7587	4014691	parathyroid gland
RID7589	4014041	larynx
RID7590	4015447	thyroid cartilage
RID7601	4013667	cricoid cartilage
RID7606	4013524	arytenoid cartilage
RID7619	4013652	corniculate cartilage
RID7621	4013673	cuneiform cartilage
RID7640	4013668	cricothyroid muscle
RID7643	4014756	posterior cricoarytenoid muscle
RID7645	4014053	lateral cricoarytenoid muscle
RID7647	4015444	thyroarytenoid muscle
RID7649	4014620	oblique arytenoid muscle
RID7651	4015461	transverse arytenoid muscle
RID7657	4013770	epiglottis
RID7694	4015439	thoracic duct
RID77	4013589	caudate lobe of liver
RID773	4015301	subclavian artery
RID774	4015525	vertebral artery
RID7741	4015269	spine
RID7745	4013530	atlas
RID7747	4013535	axis
RID7780	4013771	erector spinae muscle group
RID779	4014761	posterior inferior cerebellar artery
RID781	4013486	anterior medullary segment of PICA
RID7815	4015268	spinalis cervicis
RID783	4014767	posterior medullary segment of PICA
RID784	4015358	supratonsillar segment of PICA
RID786	4014848	retrotonsillar segment of PICA
RID787	4013989	inferior vermian artery of PICA
RID789	4013492	anterior spinal artery
RID7908	4013529	atlantooccipital articulation
RID791	4013540	basilar artery
RID793	4013622	circumflex pontine artery
RID794	4013479	anterior inferior cerebellar artery
RID795	4014035	labyrinthine artery
RID803	4015317	superior cerebellar artery
RID804	4014746	posterior cerebral artery
RID805	4014663	P1 segment of posterior cerebral artery
RID807	4014664	P2 segment of posterior cerebral artery
RID81	4013817	falciform ligament
RID810	4013496	anterior thalamoperforating artery
RID811	4014774	posterior thalamoperforating artery
RID812	4015427	thalamogeniculate artery
RID813	4014518	medial posterior choroidal artery
RID814	4014065	lateral posterior choroidal artery
RID818	4014665	P3 segment of posterior cerebral artery
RID819	4014695	parieto-occipital artery
RID820	4013579	calcarine artery
RID821	4015271	splenial artery
RID823	4014013	internal thoracic artery
RID836	4015323	superior epigastric artery
RID837	4015445	thyrocervical trunk
RID838	4013987	inferior thyroid artery
RID853	4013665	costocervical trunk
RID86	4015270	spleen
RID860	4013531	axillary artery
RID864	4013697	deep brachial artery
RID865	4013558	brachial artery
RID866	4014825	radial artery
RID867	4013702	deep palmar arch
RID870	4015484	ulnar artery
RID871	4015312	superficial palmar arch
RID879	4015438	thoracic aorta
RID88	4013411	adrenal gland
RID884	4014000	intercostal artery
RID905	4013401	abdominal aorta
RID906	4013594	celiac artery
RID908	4014185	left gastric artery
RID9080	4013917	head
RID9082	4014484	mandible
RID9083	4013553	body of mandible
RID909	4013634	common hepatic artery
RID910	4013883	gastroduodenal artery
RID9106	4014485	mandibular dental arcade
RID911	4014959	right gastroepiploic artery
RID9110	4013644	condyle of mandible
RID9115	4013655	coronoid process of mandible
RID912	4015337	superior pancreaticoduodenal artery
RID9126	4013582	canine tooth
RID9127	4013957	incisor tooth
RID9128	4014580	molar tooth
RID9129	4014781	premolar tooth
RID9131	4013696	deciduous tooth
RID9131_RID5824_RID9106_RID39121_RID9127	4013679	deciduous left mandibular lateral incisor tooth
RID9131_RID5824_RID9106_RID5827_RID9127	4013677	deciduous left mandibular central incisor tooth
RID9131_RID5824_RID9106_RID5996_RID9128	4013678	deciduous left mandibular first molar tooth
RID9131_RID5824_RID9106_RID5998_RID9128	4013680	deciduous left mandibular second molar tooth
RID9131_RID5824_RID9106_RID9126	4013676	deciduous left mandibular canine tooth
RID9131_RID5824_RID9279_RID39121_RID9127	4013684	deciduous left maxillary lateral incisor tooth
RID9131_RID5824_RID9279_RID5827_RID9127	4013682	deciduous left maxillary central incisor tooth
RID9131_RID5824_RID9279_RID5996_RID9128	4013683	deciduous left maxillary first molar tooth
RID9131_RID5824_RID9279_RID5998_RID9128	4013685	deciduous left maxillary second molar tooth
RID9131_RID5824_RID9279_RID9126	4013681	deciduous left maxillary canine tooth
RID9131_RID5825_RID9106_RID39121_RID9127	4013689	deciduous right mandibular lateral incisor tooth
RID9131_RID5825_RID9106_RID5827_RID9127	4013687	deciduous right mandibular central incisor tooth
RID9131_RID5825_RID9106_RID5996_RID9128	4013688	deciduous right mandibular first molar tooth
RID9131_RID5825_RID9106_RID5998_RID9128	4013690	deciduous right mandibular second molar tooth
RID9131_RID5825_RID9106_RID9126	4013686	deciduous right mandibular canine tooth
RID9131_RID5825_RID9279_RID39121_RID9127	4013694	deciduous right maxillary lateral incisor tooth
RID9131_RID5825_RID9279_RID5827_RID9127	4013692	deciduous right maxillary central incisor tooth
RID9131_RID5825_RID9279_RID5996_RID9128	4013693	deciduous right maxillary first molar tooth
RID9131_RID5825_RID9279_RID5998_RID9128	4013695	deciduous right maxillary second molar tooth
RID9131_RID5825_RID9279_RID9126	4013691	deciduous right maxillary canine tooth
RID914	4014786	proper hepatic artery
RID916	4014199	left hepatic artery
RID918	4014970	right hepatic artery
RID919	4013674	cystic artery
RID9196	4015259	skull
RID9199	4013774	ethmoid bone
RID920	4014956	right gastric artery
RID9202	4013669	crista galli
RID9206	4015495	uncinate process of ethmoid
RID9206	4015495	uncinate process of ethmoid
RID9207	4013869	frontal bone
RID921	4015272	splenic artery
RID922	4013754	dorsal pancreatic artery
RID923	4013907	great pancreatic artery
RID9236	4014493	maxilla
RID9246	4013487	anterior nasal spine of maxilla
RID9247	4015543	zygomaticomaxillary suture of maxilla
RID9248	4013994	infratemporal fossa of maxilla
RID925	4014188	left gastroepiploic artery
RID9252	4014602	nasal surface of maxilla
RID9261	4015542	zygomatic process of maxilla
RID9262	4014666	palatine process of maxilla
RID927	4015330	superior mesenteric artery
RID9271	4013449	alveolar part of maxilla
RID9279	4014495	maxillary dental arcade
RID928	4013980	inferior pancreaticoduodenal artery
RID9280	4014692	parietal bone
RID9281	4015264	sphenoid bone
RID9286	4015222	sella turcica
RID929	4014900	right colic artery
RID9298	4014647	optic canal
RID931	4014558	middle colic artery
RID9316	4014810	pterygoid process of sphenoid bone
RID9320	4014809	pterygoid fossa
RID9330	4014628	occipital bone
RID9332	4013625	clivus
RID9335	4013857	foramen magnum
RID934	4013948	ileocolic artery
RID935	4013408	adrenal artery
RID935_RID5824	4013409	left adrenal artery
RID935_RID5825	4013410	right adrenal artery
RID936	4014839	renal artery
RID9361	4015369	temporal bone
RID9364	4014492	mastoid process of temporal bone
RID939	4013971	inferior mesenteric artery
RID9392	4014004	internal auditory canal
RID94	4013887	gastrointestinal tract
RID940	4014130	left colic artery
RID9415	4015293	styloid process of temporal bone
RID9419	4013779	eustachian tube
RID942	4015339	superior rectal artery
RID944	4013636	common iliac artery
RID944_RID5824	4015551	left common iliac artery
RID944_RID5825	4015552	right common iliac artery
RID945	4014008	internal iliac artery
RID9458	4015541	zygomatic bone
RID947	4014072	lateral sacral artery
RID9470	4014599	nasal bone
RID9471	4014036	lacrimal bone
RID948	4013953	iliolumbar artery
RID949	4015326	superior gluteal artery
RID95	4013773	esophagus
RID950	4013967	inferior gluteal artery
RID9501	4014026	jugular foramen
RID9510	4014811	pterygopalatine fossa
RID953	4014624	obturator artery
RID9532	4014600	nasal cavity
RID9535	4015332	superior nasal meatus
RID9536	4014566	middle nasal meatus
RID9537	4013974	inferior nasal meatus
RID954	4014012	internal pudendal artery
RID9554	4014688	paranasal sinus
RID9555	4013875	frontal sinus
RID9557	4014497	maxillary sinus
RID9558	4014658	ostiomeatal unit
RID956	4014576	middle rectal artery
RID9561	4013775	ethmoid sinus
RID9566	4013776	ethmoidal bulla
RID9567	4013777	ethmoidal infundibulum
RID9567	4013777	ethmoidal infundibulum
RID9569	4015265	sphenoid sinus
RID957	4013806	external iliac artery
RID9573	4014655	orbit
RID9578	4015353	supraorbital margin
RID958	4013633	common femoral artery
RID959	4013698	deep femoral artery
RID9590	4015336	superior orbital fissure
RID9591	4013978	inferior orbital fissure
RID9592	4013898	globe
RID9594	4015213	sclera
RID96	4013884	gastroesophageal junction
RID9606	4013651	cornea
RID961	4015308	superficial femoral artery
RID9617	4013617	choroid of globe
RID962	4014740	popliteal artery
RID9624	4013618	ciliary body
RID9635	4014021	iris
RID964	4014714	peroneal artery
RID9651	4014842	retina
RID967	4014775	posterior tibial artery
RID9675	4013461	anterior chamber of globe
RID9678	4014747	posterior chamber of globe
RID9682	4015532	vitreous body
RID9688	4014431	lens
RID970	4014733	plantar arch
RID9701	4015340	superior rectus muscle
RID9702	4013984	inferior rectus muscle
RID9703	4014520	medial rectus muscle
RID9704	4014068	lateral rectus muscle
RID9706	4015334	superior oblique muscle
RID9707	4015476	trochlea of superior oblique muscle
RID9709	4013976	inferior oblique muscle
RID971	4013497	anterior tibial artery
RID9710	4014444	levator palpebrae superioris muscle
RID9718	4013640	common tendinous ring of extraocular muscles
RID972	4013755	dorsal pedal artery
RID9725	4014018	intraconal space of orbit
RID9726	4013811	extraconal space of orbit
RID974	4014815	pulmonary artery
RID975	4014480	main pulmonary artery
RID9750	4015345	superior tarsal muscle
RID9751	4013986	inferior tarsal muscle
RID976	4015108	right pulmonary artery
RID9761	4014037	lacrimal gland
RID9779	4015376	temporomandibular joint
RID9805	4013653	coronal suture
RID9806	4015205	sagittal suture
RID9807	4014038	lambdoid suture
RID9814	4014553	metopic suture
RID9853	4013710	depressor labii inferior muscle
RID9854	4014443	levator labii superioris muscle
RID9855	4014442	levator labii superioris alaeque nasi muscle
RID9857	4014654	orbicularis oris muscle
RID9860	4013709	depressor anguli oris muscle
RID9862	4015201	risoris muscle
RID9863	4015544	zygomaticus major muscle
RID9864	4015545	zygomaticus minor muscle
RID9866	4013568	buccinator muscle
RID9867	4014534	mentalis muscle
RID9869	4014603	nasalis muscle
RID9873	4014783	procerus muscle
RID9875	4014653	orbicularis oculi muscle
RID9880	4013658	corrugator supercilii muscle
RID9881	4013711	depressor supercilii muscle
RID9887	4014635	occipitofrontalis muscle
RID9894	4013888	genioglossus muscle
RID9895	4013941	hyoglossus muscle
RID9896	4013614	chondroglossus muscle
RID9897	4013603	ceratoglossus muscle
RID9898	4015286	styloglossus muscle
RID9899	4014668	palatoglossus muscle
RID9900	4015329	superior longitudinal muscle of tongue
RID9901	4013970	inferior longitudinal muscle of tongue
RID9902	4015463	transverse muscle of tongue
RID9903	4015527	vertical muscle of tongue
RID9905	4014067	lateral pterygoid muscle
RID9908	4014489	masseter muscle
RID9911	4014519	medial pterygoid muscle
RID9912	4015375	temporalis muscle
RID9919	4015208	scalp
RID993	4014337	left pulmonary artery
RID9938	4014652	oral cavity
RID9940	4013557	bony palate
RID9942	4015261	soft palate
RID9943	4015514	uvula
RID9968	4015303	submandibular gland
RID9970	4015457	tongue
RID9989	4014845	retromolar trigone
RID9990	4014604	nasopharynx
RID9993	4014723	pharyngeal tonsil
RID9998	4015478	tubal tonsil
