CommonID,PreferredTerm,RadlexID
   4014780,precentral sulcus,RID6457
   4014781,premolar tooth,RID9129
   4014782,prevertebral space,RID7118
   4014783,procerus muscle,RID9873
   4014784,pronator quadratus muscle,RID2171
   4014785,pronator teres muscle,RID2160
   4014786,proper hepatic artery,RID914
   4014787,prostate,RID343
   4014788,proximal interphalangeal joint of fifth finger,RID2408_RID2400
   4014789,proximal interphalangeal joint of fifth toe,RID3139_RID2999
   4014790,proximal interphalangeal joint of fourth finger,RID2408_RID2398
   4014791,proximal interphalangeal joint of fourth toe,RID3139_RID2998
   4014792,proximal interphalangeal joint of second finger,RID2408_RID2394
   4014793,proximal interphalangeal joint of second toe,RID3139_RID2996
   4014794,proximal interphalangeal joint of third finger,RID2408_RID2396
   4014795,proximal interphalangeal joint of third toe,RID3139_RID2997
   4014796,proximal phalanx of fifth finger,RID2404_RID2400
   4014797,proximal phalanx of fifth toe,RID3000_RID2999
   4014798,proximal phalanx of first finger,RID2404_RID2392
   4014799,proximal phalanx of fourth finger,RID2404_RID2398
   4014800,proximal phalanx of fourth toe,RID3000_RID2998
   4014801,proximal phalanx of great toe,RID3000_RID2993
   4014802,proximal phalanx of second finger,RID2404_RID2394
   4014803,proximal phalanx of second toe,RID3000_RID2996
   4014804,proximal phalanx of third finger,RID2404_RID2396
   4014805,proximal phalanx of third toe,RID3000_RID2997
   4014806,psoas major muscle,RID2625
   4014807,psoas minor muscle,RID2626
   4014808,pterion,RID6234
   4014809,pterygoid fossa,RID9320
   4014810,pterygoid process of sphenoid bone,RID9316
   4014811,pterygopalatine fossa,RID9510
   4014812,pubis,RID2553
   4014813,pubofemoral ligament,RID2652
   4014814,pudendal nerve,RID7312
   4014815,pulmonary artery,RID974
   4014816,pulmonary vein,RID1231
   4014817,pulmonic valve,RID1396
   4014818,putamen,RID6551
   4014819,pylorus,RID122
   4014820,pyramidal lobe of thyroid gland,RID7583
   4014821,quadrant of breast,RID29927
   4014822,quadratus lumborum,RID31607
   4014823,quadratus plantae muscle,RID3169
   4014824,quadriceps tendon,RID2848
   4014825,radial artery,RID866
   4014826,radial collateral ligament of elbow,RID2044
   4014827,radial collateral ligament of wrist,RID2257
   4014828,radial nerve,RID7257
   4014829,radial vein,RID1161
   4014830,radius,RID2109
   4014831,rectum,RID163
   4014832,rectus abdominis,RID31610
   4014833,rectus capitis anterior,RID32236
   4014834,rectus capitis lateralis,RID32239
   4014835,rectus capitis posterior major,RID32308
   4014836,rectus capitis posterior minor,RID32311
   4014837,rectus femoris muscle,RID2698
   4014838,recurrent laryngeal nerve,RID12203
   4014839,renal artery,RID936
   4014840,renal pelvis,RID228
   4014841,renal vein,RID1184
   4014842,retina,RID9651
   4014843,retrocrural lymph node,RID1523
   4014844,retromandibular vein,RID1055
   4014845,retromolar trigone,RID9989
   4013400,retroperitoneum,RID431
   4014846,retropharyngeal space of head,RID7565
   4014846,retropharyngeal space of head,RID7565
   4014848,retrotonsillar segment of PICA,RID786
   4014849,rhomboideus major muscle,RID2500
   4014850,rhomboideus minor muscle,RID2501
   4014852,right abducens nerve,RID27692
   4014853,right abductor pollicis brevis muscle,RID43133
   4014854,right abductor pollicis longus muscle,RID43123
   4014855,right abductor pollicis longus tendon,RID41621
   4014856,right accessory nerve tract,RID17609
   4014857,right acromioclavicular joint,RID42238
   4014858,right acromion,RID40003
   4014859,right adductor brevis muscle,RID48239
   4014860,right adductor longus muscle,RID48237
   4014861,right adductor magnus muscle,RID48241
   4014862,right adductor pollicis muscle,RID43139
   4013410,"adrenal artery, right",RID935_RID5825
   4013412,right adrenal gland,RID30324
   4014863,adrenal vein,RID34819
   4014864,right anconeus muscle,RID43089
   4014865,right ansa cervicalis,RID21932
   4014866,right anterior cerebral artery,RID36392
   4014867,right anterior cerebral vein,RID36162
   4014868,right anterior choroidal artery,RID36541
   4014869,right anterior cruciate ligament,RID48971
   4014870,right anterior inferior cerebellar artery,RID44689
   4014871,right anterior jugular vein,RID44024
   4014872,right anterior parietal artery,RID36500
   4014873,right anterior spinal artery,RID44638
   4014874,right anterior temporal artery,RID36459
   4014875,right areola,RID29912
   4014876,right articularis genus,RID48212
   4014877,right atrium,RID1387
   4014878,right axillary artery,RID45198
   4014879,right axillary nerve,RID27730
   4014880,right axillary vein,RID43899
   4014881,right basal vein,RID36159
   4014882,right basilic vein,RID43997
   4014883,right biceps brachii muscle,RID43078
   4014884,right biceps femoris muscle,RID48226
   4014885,right brachial artery,RID45200
   4014886,right brachialis muscle,RID43082
   4015548,right brachiocephalic vein,4015547
   4014887,right brachioradialis muscle,RID43108
   4014888,right bronchopulmonary lymph node,RID1499
   4014889,right calcarine artery,RID44757
   4014890,right callosomarginal artery,RID36418
   4014891,right caudate nucleus,RID21019
   4014892,right cephalic vein,RID44009
   4014893,right cerebral crus,RID18118
   4014894,right cerebral hemisphere,RID13858
   4014895,right cerebral peduncle,RID34068
   4014896,right cingulate gyrus,RID26562
   4014897,right claustrum,RID15701
   4014898,right clavicle,RID41740
   4014899,right cochlear nerve,RID14618
   4014900,right colic artery,RID929
   4014901,right colic vein,RID38290
   4014902,right collicular artery,RID44724
   4015552,right common iliac artery,RID944_RID5825
   4014903,right common iliac lymph node group,RID32012
   4015554,right common iliac vein,RID1193_RID5825
   4014904,right common pulmonary vein,RID1232
   4014905,right coracoacromial ligament,RID40842
   4014906,right coracobrachialis muscle,RID43080
   4014907,right coracoclavicular ligament,RID42242
   4014908,right coracoid process,RID40025
   4014909,right coronary artery,RID544
   4014910,right deep brachial artery,RID45078
   4014911,right deep middle cerebral vein,RID36165
   4014912,right deep peroneal nerve,RID15801
   4014913,right deltoid muscle,RID43059
   4014914,right dorsal radiocarpal ligament,RID40872
   4014915,right extensor carpi radialis brevis muscle,RID43112
   4014916,right extensor carpi radialis brevis tendon,RID41591
   4014917,right extensor carpi radialis longus muscle,RID43110
   4014918,right extensor carpi radialis longus tendon,RID41589
   4014919,right extensor carpi ulnaris muscle,RID43119
   4014920,right extensor carpi ulnaris tendon,RID41613
   4014921,right extensor digiti minimi muscle,RID43117
   4014922,right extensor digiti minimi tendon,RID41605
   4014923,right extensor digitorum longus muscle,RID48461
   4014924,right extensor digitorum muscle,RID43115
   4014925,right extensor hallucis longus muscle,RID48458
   4014926,right extensor hallucis longus tendon,RID41186
   4014927,right extensor indicis muscle,RID43129
   4014928,right extensor indicis tendon,RID41633
   4014929,right extensor pollicis brevis muscle,RID43125
   4014930,right extensor pollicis brevis tendon,RID41631
   4014931,right extensor pollicis longus muscle,RID43127
   4014932,right extensor pollicis longus tendon,RID41629
   4014933,right external capsule,RID17040
   4014934,right external iliac lymph node group,RID32019
   4014935,right external jugular vein,RID43901
   4014936,right external oblique,RID31597
   4014937,right fabella,RID49394
   4014938,right facial nerve,RID27694
   4014939,right female breast,RID29896
   4014940,right femur,RID49026
   4014941,right fibula,RID49436
   4014942,right flexor carpi radialis muscle,RID43094
   4014943,right flexor carpi radialis tendon,RID41495
   4014944,right flexor carpi ulnaris muscle,RID43098
   4014945,right flexor digitorum longus muscle,RID48478
   4014946,right flexor digitorum longus tendon,RID41227
   4014947,right flexor digitorum profundus muscle,RID43102
   4014948,right flexor digitorum superficialis muscle,RID43100
   4014949,right flexor hallucis longus muscle,RID48476
   4014950,right flexor hallucis longus tendon,RID41225
   4014951,right flexor pollicis brevis muscle,RID43137
   4014952,right flexor pollicis longus muscle,RID43104
   4014953,right flexor pollicis longus tendon,RID41581
   4014954,right fornix of forebrain,RID18106
   4014955,right frontal lobe,RID13862
   4014956,right gastric artery,RID920
   4014957,right gastric vein,RID38284
   4014958,right gastrocnemius muscle,RID48467
   4014959,right gastroepiploic artery,RID911
   4014960,right gastroepiploic vein,RID38281
   4014961,right glenohumeral joint,RID42240
   4014962,right glenoid labrum,RID41025
   4014963,right globus pallidus,RID21017
   4014964,right glossopharyngeal nerve,RID27698
   4014965,right gracilis muscle,RID48233
   4014966,right great auricular nerve,RID27708
   4014967,right great cerebral vein,RID36188
   4014968,right hemidiaphragm,RID1526
   4014969,right hemiscrotum,RID30036
   4014970,right hepatic artery,RID918
   4014971,right hepatic duct,RID194
   4014972,right hippocampus,RID26566
   4014973,right humerus,RID41945
   4014974,right hypoglossal nerve,RID27702
   4014975,right iliocostalis cervicis,RID32263
   4014976,right iliopsoas muscle,RID30907
   4014977,right iliotibial band,RID49024
   4014978,right inferior anastomotic vein,RID36150
   4014979,right inferior cerebellar peduncle,RID18081
   4014980,right inferior cerebellar vein,RID36678
   4014981,right inferior colliculus,RID14121
   4014982,right inferior glenohumeral ligament,RID40838
   4014983,right inferior gluteal nerve,RID25680
   4014984,right inferior ophthalmic vein,RID36100
   4014985,right inferior pulmonary ligament lymph node,RID1492
   4014986,right inferior thyroid artery,RID44842
   4014987,right infraspinatus muscle,RID43063
   4014988,right infraspinatus tendon,RID41124
   4014989,right internal capsule,RID17020
   4014990,right internal cerebral vein,RID36190
   4014991,right internal oblique,RID31600
   4014992,right internal thoracic artery,RID44769
   4014993,right kidney,RID29662
   4014994,right knee,RID49359
   4014995,right knee joint,RID49392
   4014996,right labyrinthine artery,RID44691
   4014997,right lacrimal gland,RID39008
   4014998,right lateral collateral ligament,RID48950
   4014999,right lateral frontobasal artery,RID36489
   4015000,right lateral geniculate body,RID20562
   4015001,right lateral malleolus,RID39864
   4015002,right lateral meniscus,RID49364
   4015003,right lateral occipital artery,RID44762
   4015004,right lateral thoracic vein,RID43952
   4015005,right lateral tibial spine,RID39646
   4015006,right lateral ventricle,RID13788
   4015007,right lentiform nucleus,RID20917
   4015008,right lesser occipital nerve,RID23087
   4015009,right levator scapulae,RID43050
   4015010,right lobe of liver,RID74
   4015011,right lobe of thyroid gland,RID7581
   4015012,right longissimus capitis,RID32275
   4015013,right longissimus cervicis,RID32278
   4015014,right longus capitis,RID32246
   4015015,right longus colli,RID32243
   4015016,right lung,RID1302
   4015017,right main bronchus,RID1250
   4015017,left main bronchus,RID1275
   4015018,right male breast,RID29899
   4015019,right mammillary body,RID26776
   4015020,right mandibular canine tooth,RID5825_RID9106_RID9126
   4015021,right mandibular central incisor tooth,RID5825_RID9106_RID5827_RID9127
   4015022,right mandibular first molar tooth,RID5825_RID9106_RID5996_RID9128
   4015023,right mandibular first premolar tooth,RID5825_RID9106_RID5996_RID9129
   4015024,right mandibular lateral incisor tooth,RID5825_RID9106_RID39121_RID9127
   4015025,right mandibular nerve,RID14291
   4015026,right mandibular second molar tooth,RID5825_RID9106_RID5998_RID9128
   4015027,right mandibular second premolar tooth,RID5825_RID9106_RID5998_RID9129
   4015028,right mandibular third molar tooth,RID5825_RID9106_RID6000_RID9128
   4015029,right maxillary canine tooth,RID5825_RID9279_RID9126
   4015030,right maxillary central incisor tooth,RID5825_RID9279_RID5827_RID9127
   4015031,right maxillary first molar tooth,RID5825_RID9279_RID5996_RID9128
   4015032,right maxillary first premolar tooth,RID5825_RID9279_RID5996_RID9129
   4015033,right maxillary lateral incisor tooth,RID5825_RID9279_RID39121_RID9127
   4015034,right maxillary nerve,RID14184
   4015035,right maxillary second molar tooth,RID5825_RID9279_RID5998_RID9128
   4015036,right maxillary second premolar tooth,RID5825_RID9279_RID5998_RID9129
   4015037,right maxillary third molar tooth,RID5825_RID9279_RID6000_RID9128
   4015038,right medial collateral ligament,RID48948
   4015039,right medial geniculate body,RID20560
   4015040,right medial malleolus,RID39871
   4015041,right medial meniscus,RID49362
   4015042,right medial occipital artery,RID44765
   4015043,right medial tibial spine,RID39648
   4015044,right median antebrachial vein,RID44001
   4015045,right median cubital vein,RID43999
   4015046,right median nerve,RID27720
   4015047,right middle cerebellar peduncle,RID18079
   4015048,right middle cerebral artery,RID36443
   4015049,right middle glenohumeral ligament,RID40836
   4015050,right musculocutaneous nerve,RID27718
   4015051,right nipple,RID29909
   4015052,right obliquus capitis inferior,RID32318
   4015053,right obliquus capitis superior,RID32315
   4015054,right obturator nerve,RID25606
   4015055,right occipital lobe,RID13868
   4015056,right oculomotor nerve,RID27686
   4015057,right olecranon,RID39682
   4015058,right olfactory nerve,RID28045
   4015059,right olfactory tract,RID17565
   4015060,right ophthalmic artery,RID36254
   4015061,right ophthalmic nerve,RID14175
   4015062,right opponens pollicis muscle,RID43135
   4015063,right optic nerve,RID22694
   4015064,right optic tract,RID22697
   4015065,right ovarian artery,RID38069
   4015066,right ovarian ligament,RID31695
   4015067,right ovarian vein,RID34805
   4015068,right ovary,RID32829
   4015069,right palmar intercarpal ligament,RID40938
   4015070,right palmar radiocarpal ligament,RID40875
   4015071,right palmaris brevis muscle,RID43141
   4015072,right palmaris longus muscle,RID43096
   4015073,right palmaris longus tendon,RID41500
   4015074,right paraesophageal lymph node,RID1486
   4015075,right parietal lobe,RID13866
   4015076,right parietal occipital artery,RID44755
   4015077,right parotid gland,RID38998
   4015078,right patella,RID48530
   4015079,right patellar ligament,RID48958
   4015080,right pectineus muscle,RID48235
   4015081,right pectoralis major,RID43071
   4015082,right pectoralis minor,RID43073
   4015083,right pericallosal artery,RID36434
   4015084,right pericardiacophrenic artery,RID44772
   4015085,right peroneus brevis muscle,RID48485
   4015086,right peroneus brevis tendon,RID41209
   4015087,right peroneus longus muscle,RID48483
   4015088,right peroneus longus tendon,RID41207
   4015089,right peroneus tertius muscle,RID48463
   4015090,right peroneus tertius tendon,RID41204
   4015091,right phrenic nerve,RID27716
   4015092,right pisohamate ligament,RID40943
   4015093,right pisometacarpal ligament,RID40946
   4015094,right polar temporal artery,RID36457
   4015095,right pontine artery,RID44661
   4015096,right portal vein,RID34469
   4015097,right posterior cerebral artery,RID44716
   4015098,right posterior communicating artery,RID36504
   4015099,right posterior cruciate ligament,RID48973
   4015100,right posterior inferior cerebellar artery,RID44640
   4015101,right posterior parietal artery,RID36502
   4015102,right posterior temporal artery,RID36461
   4015103,right pronator quadratus muscle,RID43106
   4015104,right pronator teres muscle,RID43092
   4015105,right psoas major,RID32248
   4015106,right psoas minor,RID32250
   4015107,right pudendal nerve,RID27754
   4015108,right pulmonary artery,RID976
   4015109,right putamen,RID21014
   4015110,right quadratus lumborum,RID31608
   4015111,right quadriceps tendon,RID48532
   4015112,right radial artery,RID45136
   4015113,right radial nerve,RID27728
   4015114,right radial vein,RID43988
   4015115,right radius,RID43018
   4015116,right rectus abdominis,RID31611
   4015117,right rectus capitis anterior,RID32237
   4015118,right rectus capitis lateralis,RID32240
   4015119,right rectus capitis posterior major,RID32309
   4015120,right rectus capitis posterior minor,RID32312
   4015121,right recurrent laryngeal nerve,RID14756
   4015122,right renal artery,RID37859
   4015123,right renal vein,RID37993
   4015124,right retromandibular vein,RID43903
   4015125,right rhomboid major,RID43054
   4015126,right rhomboid minor,RID43056
   4015127,right round ligament of uterus,RID30748
   4015128,right sartorius muscle,RID48209
   4015129,right scapula,RID39671
   4015130,right sciatic nerve,RID25684
   4015131,right semimembranosus muscle,RID48230
   4015132,right seminal vesicle,RID50232
   4015133,right semispinalis capitis,RID32298
   4015134,right semispinalis cervicis,RID32295
   4015135,right semitendinosus muscle,RID48228
   4015136,right serratus anterior,RID43052
   4015137,right side of genu of corpus callosum,RID36630
   4015138,right side of medulla oblongata,RID14141
   4015139,right soleus muscle,RID48469
   4015140,right spinal accessory nerve,RID27706
   4015141,right spinalis capitis,RID32287
   4015142,right splenial artery,RID44750
   4015143,right splenius capitis,RID32259
   4015144,right splenius cervicis,RID32256
   4015145,right sternoclavicular joint,RID42236
   4015146,right subcallosal area,RID15635
   4015147,right subclavian artery,RID43895
   4015148,right sublingual gland,RID39004
   4015149,right submandibular gland,RID39006
   4015150,right subscapularis muscle,RID43069
   4015151,right subscapularis tendon,RID41108
   4015152,right superficial middle cerebral vein,RID36102
   4015153,right superficial peroneal nerve,RID15808
   4015154,right superior anastomotic vein,RID36148
   4015155,right superior cerebellar artery,RID44670
   4015156,right superior cerebellar peduncle,RID18077
   4015157,right superior cerebellar vein,RID36675
   4015158,right superior colliculus,RID14119
   4015159,right superior epigastric artery,RID44829
   4015160,right superior glenohumeral ligament,RID40834
   4015161,right superior gluteal nerve,RID25678
   4015162,right superior ophthalmic vein,RID36055
   4015163,right supinator muscle,RID43121
   4015164,right supraspinatus muscle,RID43061
   4015165,right supraspinatus tendon,RID41116
   4015166,right sural nerve,RID15368
   4015167,right temporal artery,RID36454
   4015168,right temporal lobe,RID13864
   4015169,right teres major muscle,RID43065
   4015170,right teres minor muscle,RID43067
   4015171,right teres minor tendon,RID41100
   4015172,right testicular artery,RID38035
   4015173,right testicular vein,RID34803
   4015174,right testis,RID38996
   4015175,right thalamogeniculate artery,RID44726
   4015176,right thalamus,RID13495
   4015177,right thoracic sympathetic trunk,RID19174
   4015178,right tibia,RID49378
   4015179,right tibial nerve,RID15362
   4015180,right tibialis anterior muscle,RID48456
   4015181,right tibialis anterior tendon,RID41176
   4015182,right tibialis posterior,RID48480
   4015183,right tibialis posterior tendon,RID41178
   4015184,right transversus abdominis,RID31603
   4015185,right trapezius,RID43045
   4015186,right triceps brachii muscle,RID43084
   4015187,right trochlear nerve,RID27688
   4015188,right ulna,RID42720
   4015189,right ulnar artery,RID45096
   4015190,right ulnar nerve,RID27722
   4015191,right ulnar vein,RID43979
   4015192,right uncal artery,RID36600
   4015193,right upper paratracheal lymph node,RID1467
   4015194,right ureter,RID30844
   4013407,"uterine adnexa, right",RID294_RID5825
   4015195,right uterine tube,RID30345
   4015196,right vagus nerve,RID27700
   4015197,right ventricle,RID1389
   4015198,right vertebral artery,RID44620
   4015199,right vestibular nerve,RID14603
   4015200,right vestibulocochlear nerve,RID27696
   4015201,risoris muscle,RID9862
   4015202,rostrum of corpus callosum,RID6919
   4015203,round ligament of uterus,RID322
   4015204,sacrum,RID2509
   4015205,sagittal suture,RID9806
   4015206,salpingopharyngeus muscle,RID7563
   4015207,sartorius muscle,RID2696
   4015208,scalp,RID9919
   4015209,scaphoid,RID2181
   4015210,scapholunate ligament,RID2259
   4015211,scapula,RID1860
   4015212,sciatic nerve,RID7330
   4015213,sclera,RID9594
   4015214,scrotum,RID365
   4015215,second lumbar vertebra,RID29194
   4015216,second metacarpal bone,RID34546
   4015217,second part of duodenum,RID137
   4015218,second rib,RID28591_RID6152
   4015219,second sacral vertebra,RID29189
   4015220,second thoracic vertebra,RID29199
   4015221,segment of medial geniculate body,RID26715
   4015222,sella turcica,RID9286
   4015223,semimembranosus muscle,RID2718
   4015224,seminal vesicle,RID357
   4015225,semispinalis capitis,RID32297
   4015226,semispinalis cervicis,RID32294
   4015227,semitendinosus muscle,RID2717
   4015228,septum pellucidum,RID6525
   4015229,serratus anterior muscle,RID2502
   4015230,set of abdominal vessels,RID49921
   4015231,set of autonomic nerves,RID16280
   4015232,set of basal ganglia,RID6537
   4015233,set of chest vessels,RID49962
   4015234,set of coronary arteries,RID28727
   4015235,set of cranial nerve branches,RID16278
   4015236,set of head vessels,RID49926
   4015237,set of intercostal arteries,RID49536
   4015238,set of intercostal muscles,RID32769
   4015239,set of intercostal nerves,RID16276
   4015240,set of left intercostal muscles,RID32771
   4015241,set of mediastinal lymph nodes,RID28852
   4015242,set of pelvis vessels,RID49933
   4015243,set of ribs,RID28591
   4015244,set of right intercostal muscles,RID32770
   4015245,set of teeth,RID49873
   4015246,set of visceral vessels,RID50378
   4015247,seventh cervical vertebra,RID29163
   4015248,seventh rib,RID28591_RID6157
   4015249,seventh thoracic vertebra,RID29204
   4015250,short gastric vein,RID38297
   4015251,short process of incus,RID10162
   4015252,shoulder,RID39518
   4015253,sigmoid colon,RID162
   4015254,sigmoid sinus,RID1092
   4015255,sinotubular junction,RID579
   4015256,sixth cervical vertebra,RID29162
   4015257,sixth rib,RID28591_RID6156
   4015258,sixth thoracic vertebra,RID29203
   4015259,skull,RID9196
   4015260,small intestine,RID132
   4015261,soft palate,RID9942
   4015262,soleus muscle,RID2924
   4015263,spermatic cord,RID375
   4015264,sphenoid bone,RID9281
   4015265,sphenoid sinus,RID9569
   4015266,sphenoparietal sinus,RID1119
   4015267,spinalis capitis,RID32286
   4015268,spinalis cervicis,RID7815
   4015269,spine,RID7741
   4015270,spleen,RID86
   4015271,splenial artery,RID821
   4015272,splenic artery,RID921
   4015273,splenic flexure of colon,RID160
   4015274,splenic vein,RID1209
   4015275,splenium of corpus callosum,RID6916
   4015276,splenius capitis,RID32258
   4015277,splenius cervicis,RID32255
   4015278,stapes,RID10151
   4015279,sternoclavicular joint,RID1884
   4015280,sternocleidomastoid muscle,RID7500
   4015281,sternohyoid muscle,RID7519
   4015282,sternothyroid muscle,RID7523
   4015283,sternum,RID2473
   4015284,stomach,RID114
   4015285,straight sinus,RID1129
   4015286,styloglossus muscle,RID9898
   4015287,stylohyoid muscle,RID7515
   4015288,styloid process of left radius,RID42723
   4015289,styloid process of left ulna,RID42290
   4015290,styloid process of radius,RID2113
   4015291,styloid process of right radius,RID42722
   4015292,styloid process of right ulna,RID42289
   4015293,styloid process of temporal bone,RID9415
   4015294,styloid process of ulna,RID2132
   4015295,stylopharyngeus muscle,RID7559
   4015296,subareolar region of breast,RID29952
   4015297,subareolar region of left breast,RID29954
   4015298,subareolar region of right breast,RID29953
   4015299,subcallosal area,RID6465
   4015300,subcarinal lymph node,RID1482
   4015301,subclavian artery,RID773
   4015302,sublingual gland,RID39003
   4015303,submandibular gland,RID9968
   4015304,subscapularis muscle,RID1940
   4015305,subscapularis tendon,RID1951
   4015306,sulcus tali,RID2957
   4015307,superficial cerebral vein,RID34446
   4015308,superficial femoral artery,RID961
   4015309,superficial layer of cervical fascia,RID7534
   4015310,superficial layer of deep cervical fascia,RID7536
   4015311,superficial middle cerebral vein,RID1124
   4015312,superficial palmar arch,RID871
   4015313,superficial peroneal nerve,RID7353
   4015314,superficial posterior compartment of leg,RID2933
   4015315,superficial temporal artery,RID726
   4015316,superior anastomotic vein,RID36147
   4015317,superior cerebellar artery,RID803
   4015318,superior cerebellar peduncle,RID6897
   4015319,superior cerebellar vein,RID36674
   4015320,superior colliculus,RID6783
   4015321,superior constrictor muscle,RID7548
   4015322,superior diaphragmatic lymph node,RID1522
   4015323,superior epigastric artery,RID836
   4015324,superior frontal sulcus,RID6458
   4015325,superior glenohumeral ligament,RID1922
   4015326,superior gluteal artery,RID949
   4015327,superior gluteal nerve,RID7321
   4015328,superior internal parietal artery,RID658
   4015329,superior longitudinal muscle of tongue,RID9900
   4015330,superior mesenteric artery,RID927
   4015331,superior mesenteric vein,RID1212
   4015332,superior nasal meatus,RID9535
   4015333,superior nasal turbinate,RID10049
   4015334,superior oblique muscle,RID9706
   4015335,superior ophthalmic vein,RID1095
   4015336,superior orbital fissure,RID9590
   4015337,superior pancreaticoduodenal artery,RID912
   4015338,superior petrosal sinus,RID1121
   4015339,superior rectal artery,RID942
   4015340,superior rectus muscle,RID9701
   4015341,superior region of breast,RID29940
   4015342,superior region of left breast,RID29942
   4015343,superior region of right breast,RID29941
   4015344,superior sagittal sinus,RID1127
   4015345,superior tarsal muscle,RID9750
   4015346,superior thyroid artery,RID685
   4015347,superior thyroid vein,RID1037
   4015348,superior vena cava,RID1010
   4015349,superior vesical artery,RID13087
   4015350,supinator muscle,RID2151
   4015351,supraclavicular lymph node,RID1516
   4015352,suprahyoid neck,RID7540
   4015353,supraorbital margin,RID9578
   4015354,supraspinatus muscle,RID1941
   4015355,supraspinatus tendon,RID1953
   4015356,suprasternal space,RID7567
   4015357,supratentorial brain,RID6389_RID6434
   4015358,supratonsillar segment of PICA,RID784
   4015359,sural nerve,RID7347
   4015360,suspensory ligament of left ovary,RID33196
   4015361,suspensory ligament of ovary,RID33194
   4015362,suspensory ligament of right ovary,RID33195
   4015363,symphysis pubis,RID2594
   4015364,tail of pancreas,RID175
   4015365,talus,RID2949
   4015366,tarsal navicular,RID2976
   4015367,tectal plate,RID13485
   4015368,temporal artery,RID36453
   4015369,temporal bone,RID9361
   4015370,temporal brain region,RID6392
   4015371,temporal horn of lateral ventricle,RID7128
   4015372,temporal horn of left lateral ventricle,RID13803
   4015373,temporal horn of right lateral ventricle,RID13802
   4015374,temporal lobe,RID6476
   4015375,temporalis muscle,RID9912
   4015376,temporomandibular joint,RID9779
   4015377,tendon of extensor digitorum longus to fifth toe,RID41200
   4015378,tendon of extensor digitorum longus to fourth toe,RID41197
   4015379,tendon of extensor digitorum longus to second toe,RID41191
   4015380,tendon of extensor digitorum longus to third toe,RID41194
   4015381,tendon of extensor digitorum to index finger,RID13338
   4015382,tendon of extensor digitorum to little finger,RID41602
   4015383,tendon of extensor digitorum to middle finger,RID41597
   4015384,tendon of extensor digitorum to ring finger,RID13340
   4015385,tendon of flexor digitorum superficialis to index finger,RID41516
   4015386,tendon of flexor digitorum superficialis to little finger,RID41525
   4015387,tendon of flexor digitorum superficialis to middle finger,RID41519
   4015388,tendon of flexor digitorum superficialis to ring finger,RID41522
   4015389,tendon of left biceps femoris,RID41144
   4015390,tendon of left extensor digitorum longus to left fifth toe,RID41202
   4015391,tendon of left extensor digitorum longus to left fourth toe,RID41199
   4015392,tendon of left extensor digitorum longus to left second toe,RID41193
   4015393,tendon of left extensor digitorum longus to left third toe,RID41196
   4015394,tendon of left extensor digitorum to left index finger,RID41596
   4015395,tendon of left extensor digitorum to left little finger,RID41604
   4015396,tendon of left extensor digitorum to left middle finger,RID41599
   4015397,tendon of left extensor digitorum to left ring finger,RID41601
   4015398,tendon of left flexor digitorum superficialis to left index finger,RID41518
   4015399,tendon of left flexor digitorum superficialis to left little finger,RID41527
   4015400,tendon of left flexor digitorum superficialis to left middle finger,RID41521
   4015401,tendon of left flexor digitorum superficialis to left ring finger,RID41524
   4015402,tendon of long head of biceps brachii,RID1944
   4015403,tendon of right biceps femoris,RID41143
   4015404,tendon of right extensor digitorum longus to right fifth toe,RID41201
   4015405,tendon of right extensor digitorum longus to right fourth toe,RID41198
   4015406,tendon of right extensor digitorum longus to right second toe,RID41192
   4015407,tendon of right extensor digitorum longus to right third toe,RID41195
   4015408,tendon of right extensor digitorum to right index finger,RID41595
   4015409,tendon of right extensor digitorum to right little finger,RID41603
   4015410,tendon of right extensor digitorum to right middle finger,RID41598
   4015411,tendon of right extensor digitorum to right ring finger,RID41600
   4015412,tendon of right flexor digitorum superficialis to right index finger,RID41517
   4015413,tendon of right flexor digitorum superficialis to right little finger,RID41526
   4015414,tendon of right flexor digitorum superficialis to right middle finger,RID41520
   4015415,tendon of right flexor digitorum superficialis to right ring finger,RID41523
   4015416,tendon of short head of biceps brachii,RID1945
   4015417,tensor fascia lata muscle,RID2703
   4015418,tenth rib,RID28591_RID6160
   4015419,tenth thoracic vertebra,RID29207
   4015420,teres major muscle,RID2504
   4015421,teres minor muscle,RID1942
   4015422,teres minor tendon,RID1955
   4015423,terminal ileum,RID151
   4015424,testicular artery,RID38034
   4015425,testicular vein,RID34801
   4015426,testis,RID366
   4015427,thalamogeniculate artery,RID812
   4015428,thalamus,RID6578
   4015429,thigh,RID2660
   4015430,third cervical vertebra,RID29160
   4015431,third lumbar vertebra,RID29195
   4015432,third metacarpal bone,RID34547
   4015433,third part of duodenum,RID144
   4015434,third rib,RID28591_RID6153
   4015435,third sacral vertebra,RID29190
   4015436,third thoracic vertebra,RID29200
   4015437,third ventricle,RID7137
   4015438,thoracic aorta,RID879
   4015439,thoracic duct,RID7694
   4015440,thoracic sympathetic trunk,RID19173
   4015441,thoracic vertebral column,RID34572
   4015442,thorax,RID1243
   4015443,thymus,RID1430
   4015444,thyroarytenoid muscle,RID7647
   4015445,thyrocervical trunk,RID837
   4015446,thyrohyoid muscle,RID7524
   4015447,thyroid cartilage,RID7590
   4015448,thyroid gland,RID7578
   4015449,tibia,RID2885
   4015450,tibial nerve,RID7331
   4015451,tibialis anterior muscle,RID2912
   4015452,tibialis anterior tendon,RID41175
